# finding_id	entity_id	entity_kind	entity_file	finding_type	claim_locator
CV914-0326	BMA-BRAF-V600E-PDAC	BMA	bma_braf_v600e_pdac.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:572
CV914-0327	BMA-BRAF-V600E-PDAC	BMA	bma_braf_v600e_pdac.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:573
CV914-0328	BMA-CHEK1-SOMATIC-PROSTATE	BMA	bma_chek1_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:576
CV914-0329	BMA-CHEK1-SOMATIC-PROSTATE	BMA	bma_chek1_somatic_prostate.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:577
CV914-0330	BMA-CHEK2-GERMLINE-PROSTATE	BMA	bma_chek2_germline_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:580
CV914-0331	BMA-CHEK2-GERMLINE-PROSTATE	BMA	bma_chek2_germline_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:581
CV914-0332	BMA-CHEK2-SOMATIC-PROSTATE	BMA	bma_chek2_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:584
CV914-0333	BMA-CHEK2-SOMATIC-PROSTATE	BMA	bma_chek2_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:585
CV914-0334	BMA-EGFR-T790M-NSCLC	BMA	bma_egfr_t790m_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:588
CV914-0335	BMA-EGFR-T790M-NSCLC	BMA	bma_egfr_t790m_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:589
CV914-0336	BMA-FGFR3-R248C-UROTHELIAL	BMA	bma_fgfr3_r248c_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:592
CV914-0337	BMA-FGFR3-R248C-UROTHELIAL	BMA	bma_fgfr3_r248c_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:593
CV914-0338	BMA-FGFR3-S249C-UROTHELIAL	BMA	bma_fgfr3_s249c_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:596
CV914-0339	BMA-FGFR3-S249C-UROTHELIAL	BMA	bma_fgfr3_s249c_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:597
CV914-0340	BMA-IDH1-R132C-GBM	BMA	bma_idh1_r132c_gbm.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:600
CV914-0341	BMA-IDH1-R132C-GBM	BMA	bma_idh1_r132c_gbm.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:601
CV914-0342	BMA-IDH1-R132G-AML	BMA	bma_idh1_r132g_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:604
CV914-0343	BMA-IDH1-R132G-AML	BMA	bma_idh1_r132g_aml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:605
CV914-0344	BMA-IDH1-R132H-AML	BMA	bma_idh1_r132h_aml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:608
CV914-0345	BMA-IDH1-R132H-AML	BMA	bma_idh1_r132h_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:609
CV914-0346	BMA-IDH1-R132H-GBM	BMA	bma_idh1_r132h_gbm.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:612
CV914-0347	BMA-IDH1-R132H-GBM	BMA	bma_idh1_r132h_gbm.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:613
CV914-0348	BMA-IDH1-R132L-AML	BMA	bma_idh1_r132l_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:616
CV914-0349	BMA-IDH1-R132L-AML	BMA	bma_idh1_r132l_aml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:617
CV914-0350	BMA-IDH1-R132S-AML	BMA	bma_idh1_r132s_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:620
CV914-0351	BMA-IDH1-R132S-AML	BMA	bma_idh1_r132s_aml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:621
CV914-0352	BMA-IDH2-R172K-AITL	BMA	bma_idh2_r172k_aitl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:624
CV914-0353	BMA-IDH2-R172K-AITL	BMA	bma_idh2_r172k_aitl.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:625
CV914-0354	BMA-KIT-D816V-GIST	BMA	bma_kit_d816v_gist.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:628
CV914-0355	BMA-KIT-D816V-GIST	BMA	bma_kit_d816v_gist.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:629
CV914-0356	BMA-KIT-EXON11-GIST	BMA	bma_kit_exon11_gist.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:632
CV914-0357	BMA-KIT-EXON11-GIST	BMA	bma_kit_exon11_gist.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:633
CV914-0358	BMA-KIT-EXON13-17-GIST	BMA	bma_kit_exon13_17_gist.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:636
CV914-0359	BMA-KIT-EXON13-17-GIST	BMA	bma_kit_exon13_17_gist.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:637
CV914-0360	BMA-KIT-EXON9-GIST	BMA	bma_kit_exon9_gist.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:640
CV914-0361	BMA-KIT-EXON9-GIST	BMA	bma_kit_exon9_gist.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:641
CV914-0362	BMA-KRAS-G12C-OVARIAN	BMA	bma_kras_g12c_ovarian.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:644
CV914-0363	BMA-KRAS-G12C-OVARIAN	BMA	bma_kras_g12c_ovarian.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:645
CV914-0364	BMA-MET-AMP-NSCLC	BMA	bma_met_amp_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:648
CV914-0365	BMA-MET-AMP-NSCLC	BMA	bma_met_amp_nsclc.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:649
CV914-0366	BMA-MET-AMP-RCC-PAPILLARY	BMA	bma_met_amp_rcc_papillary.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:652
CV914-0367	BMA-MET-AMP-RCC-PAPILLARY	BMA	bma_met_amp_rcc_papillary.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:653
CV914-0368	BMA-MET-EX14-NSCLC	BMA	bma_met_ex14_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:656
CV914-0369	BMA-MET-EX14-NSCLC	BMA	bma_met_ex14_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:657
CV914-0370	BMA-MLH1-GERMLINE-CRC	BMA	bma_mlh1_germline_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:660
CV914-0371	BMA-MLH1-GERMLINE-CRC	BMA	bma_mlh1_germline_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:661
CV914-0372	BMA-MLH1-GERMLINE-OVARIAN	BMA	bma_mlh1_germline_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:664
CV914-0373	BMA-MLH1-GERMLINE-OVARIAN	BMA	bma_mlh1_germline_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:665
CV914-0374	BMA-MLH1-GERMLINE-PROSTATE	BMA	bma_mlh1_germline_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:668
CV914-0375	BMA-MLH1-GERMLINE-PROSTATE	BMA	bma_mlh1_germline_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:669
CV914-0376	BMA-MLH1-SOMATIC-CRC	BMA	bma_mlh1_somatic_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:672
CV914-0377	BMA-MLH1-SOMATIC-CRC	BMA	bma_mlh1_somatic_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:673
CV914-0378	BMA-MLH1-SOMATIC-OVARIAN	BMA	bma_mlh1_somatic_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:676
CV914-0379	BMA-MLH1-SOMATIC-OVARIAN	BMA	bma_mlh1_somatic_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:677
CV914-0380	BMA-MLH1-SOMATIC-PROSTATE	BMA	bma_mlh1_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:680
CV914-0381	BMA-MLH1-SOMATIC-PROSTATE	BMA	bma_mlh1_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:681
CV914-0382	BMA-MSH2-GERMLINE-CRC	BMA	bma_msh2_germline_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:684
CV914-0383	BMA-MSH2-GERMLINE-CRC	BMA	bma_msh2_germline_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:685
CV914-0384	BMA-MSH2-GERMLINE-OVARIAN	BMA	bma_msh2_germline_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:688
CV914-0385	BMA-MSH2-GERMLINE-OVARIAN	BMA	bma_msh2_germline_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:689
CV914-0386	BMA-MSH2-GERMLINE-PROSTATE	BMA	bma_msh2_germline_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:692
CV914-0387	BMA-MSH2-GERMLINE-PROSTATE	BMA	bma_msh2_germline_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:693
CV914-0388	BMA-MSH2-SOMATIC-CRC	BMA	bma_msh2_somatic_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:696
CV914-0389	BMA-MSH2-SOMATIC-CRC	BMA	bma_msh2_somatic_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:697
CV914-0390	BMA-MSH2-SOMATIC-OVARIAN	BMA	bma_msh2_somatic_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:700
CV914-0391	BMA-MSH2-SOMATIC-OVARIAN	BMA	bma_msh2_somatic_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:701
CV914-0392	BMA-MSH2-SOMATIC-PROSTATE	BMA	bma_msh2_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:704
CV914-0393	BMA-MSH2-SOMATIC-PROSTATE	BMA	bma_msh2_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:705
CV914-0394	BMA-MSH6-GERMLINE-CRC	BMA	bma_msh6_germline_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:708
CV914-0395	BMA-MSH6-GERMLINE-CRC	BMA	bma_msh6_germline_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:709
CV914-0396	BMA-MSH6-GERMLINE-OVARIAN	BMA	bma_msh6_germline_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:712
CV914-0397	BMA-MSH6-GERMLINE-OVARIAN	BMA	bma_msh6_germline_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:713
CV914-0398	BMA-MSH6-GERMLINE-PROSTATE	BMA	bma_msh6_germline_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:716
CV914-0399	BMA-MSH6-GERMLINE-PROSTATE	BMA	bma_msh6_germline_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:717
CV914-0400	BMA-MSH6-SOMATIC-CRC	BMA	bma_msh6_somatic_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:720
CV914-0401	BMA-MSH6-SOMATIC-CRC	BMA	bma_msh6_somatic_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:721
CV914-0402	BMA-MSH6-SOMATIC-OVARIAN	BMA	bma_msh6_somatic_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:724
CV914-0403	BMA-MSH6-SOMATIC-OVARIAN	BMA	bma_msh6_somatic_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:725
CV914-0404	BMA-MSH6-SOMATIC-PROSTATE	BMA	bma_msh6_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:728
CV914-0405	BMA-MSH6-SOMATIC-PROSTATE	BMA	bma_msh6_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:729
CV914-0406	BMA-PMS2-GERMLINE-CRC	BMA	bma_pms2_germline_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:732
CV914-0407	BMA-PMS2-GERMLINE-CRC	BMA	bma_pms2_germline_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:733
CV914-0408	BMA-PMS2-GERMLINE-OVARIAN	BMA	bma_pms2_germline_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:736
CV914-0409	BMA-PMS2-GERMLINE-OVARIAN	BMA	bma_pms2_germline_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:737
CV914-0410	BMA-PMS2-GERMLINE-PROSTATE	BMA	bma_pms2_germline_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:740
CV914-0411	BMA-PMS2-GERMLINE-PROSTATE	BMA	bma_pms2_germline_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:741
CV914-0412	BMA-PMS2-SOMATIC-CRC	BMA	bma_pms2_somatic_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:744
CV914-0413	BMA-PMS2-SOMATIC-CRC	BMA	bma_pms2_somatic_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:745
CV914-0414	BMA-PMS2-SOMATIC-OVARIAN	BMA	bma_pms2_somatic_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:748
CV914-0415	BMA-PMS2-SOMATIC-OVARIAN	BMA	bma_pms2_somatic_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:749
CV914-0416	BMA-PMS2-SOMATIC-PROSTATE	BMA	bma_pms2_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:752
CV914-0417	BMA-PMS2-SOMATIC-PROSTATE	BMA	bma_pms2_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:753
CV914-0418	BMA-RET-C634R-MTC	BMA	bma_ret_c634r_mtc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:756
CV914-0419	BMA-RET-C634R-MTC	BMA	bma_ret_c634r_mtc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:757
CV914-0420	BMA-RET-M918T-MTC	BMA	bma_ret_m918t_mtc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:760
CV914-0421	BMA-RET-M918T-MTC	BMA	bma_ret_m918t_mtc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:761
CV914-0422	BMA-ROS1-FUSION-NSCLC	BMA	bma_ros1_fusion_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:764
CV914-0423	BMA-ROS1-FUSION-NSCLC	BMA	bma_ros1_fusion_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:765
CV914-0424	IND-ALCL-MAINTENANCE-BV-POST-ASCT	Indication	ind_alcl_maintenance_bv_post_asct.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:768
CV914-0425	IND-ALCL-MAINTENANCE-BV-POST-ASCT	Indication	ind_alcl_maintenance_bv_post_asct.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:769
CV914-0426	IND-APL-1L-ATRA-ATO-IDA	Indication	ind_apl_1l_atra_ato_ida.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:772
CV914-0427	IND-APL-1L-ATRA-ATO-IDA	Indication	ind_apl_1l_atra_ato_ida.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:773
CV914-0428	IND-BREAST-BRCA-POS-MET-PARPI	Indication	ind_breast_brca_pos_met_parpi.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:776
CV914-0429	IND-BREAST-BRCA-POS-MET-PARPI	Indication	ind_breast_brca_pos_met_parpi.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:777
CV914-0430	IND-BREAST-HER2-POS-EARLY-NEOADJUVANT	Indication	ind_breast_her2_pos_early_neoadjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:780
CV914-0431	IND-BREAST-HER2-POS-EARLY-NEOADJUVANT	Indication	ind_breast_her2_pos_early_neoadjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:781
CV914-0432	IND-BREAST-HR-POS-MET-1L-CDKI	Indication	ind_breast_hr_pos_met_1l_cdki.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:784
CV914-0433	IND-BREAST-HR-POS-MET-1L-CDKI	Indication	ind_breast_hr_pos_met_1l_cdki.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:785
CV914-0434	IND-BREAST-TNBC-EARLY-NEOADJUVANT	Indication	ind_breast_tnbc_early_neoadjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:788
CV914-0435	IND-BREAST-TNBC-EARLY-NEOADJUVANT	Indication	ind_breast_tnbc_early_neoadjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:789
CV914-0436	IND-CLL-2L-VENR-MURANO	Indication	ind_cll_2l_venr_murano.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:792
CV914-0437	IND-CLL-2L-VENR-MURANO	Indication	ind_cll_2l_venr_murano.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:793
CV914-0438	IND-DLBCL-3L-AXICEL-CART	Indication	ind_dlbcl_3l_axicel_cart.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:796
CV914-0439	IND-DLBCL-3L-AXICEL-CART	Indication	ind_dlbcl_3l_axicel_cart.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:797
CV914-0440	IND-ENDOMETRIAL-2L-DOSTARLIMAB-DMMR	Indication	ind_endometrial_2l_dostarlimab_dmmr.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:800
CV914-0441	IND-ENDOMETRIAL-2L-DOSTARLIMAB-DMMR	Indication	ind_endometrial_2l_dostarlimab_dmmr.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:801
CV914-0442	IND-ENDOMETRIAL-2L-PEMBRO-LENVA-PMMR	Indication	ind_endometrial_2l_pembro_lenva_pmmr.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:804
CV914-0443	IND-ENDOMETRIAL-2L-PEMBRO-LENVA-PMMR	Indication	ind_endometrial_2l_pembro_lenva_pmmr.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:805
CV914-0444	IND-ESOPH-ADJUVANT-NIVOLUMAB-POST-CROSS	Indication	ind_esoph_adjuvant_nivolumab_post_cross.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:808
CV914-0445	IND-ESOPH-ADJUVANT-NIVOLUMAB-POST-CROSS	Indication	ind_esoph_adjuvant_nivolumab_post_cross.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:809
CV914-0446	IND-FL-1L-BR	Indication	ind_fl_1l_br.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:812
CV914-0447	IND-FL-1L-BR	Indication	ind_fl_1l_br.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:813
CV914-0448	IND-HGBL-DH-2L-CART-AXICEL	Indication	ind_hgbl_dh_2l_cart_axicel.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:816
CV914-0449	IND-HGBL-DH-2L-CART-AXICEL	Indication	ind_hgbl_dh_2l_cart_axicel.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:817
CV914-0450	IND-MELANOMA-BRAF-METASTATIC-1L-DABRA-TRAME	Indication	ind_melanoma_braf_metastatic_1l_dabra_trame.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:820
CV914-0451	IND-MELANOMA-BRAF-METASTATIC-1L-DABRA-TRAME	Indication	ind_melanoma_braf_metastatic_1l_dabra_trame.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:821
CV914-0452	IND-NSCLC-ALK-2L-LORLATINIB	Indication	ind_nsclc_alk_2l_lorlatinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:824
CV914-0453	IND-NSCLC-ALK-2L-LORLATINIB	Indication	ind_nsclc_alk_2l_lorlatinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:825
CV914-0454	IND-NSCLC-ALK-MET-1L	Indication	ind_nsclc_alk_met_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:828
CV914-0455	IND-NSCLC-ALK-MET-1L	Indication	ind_nsclc_alk_met_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:829
CV914-0456	IND-NSCLC-EGFR-MAINT-OSIMERTINIB	Indication	ind_nsclc_egfr_maint_osimertinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:832
CV914-0457	IND-NSCLC-EGFR-MAINT-OSIMERTINIB	Indication	ind_nsclc_egfr_maint_osimertinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:833
CV914-0458	IND-NSCLC-PDL1-LOW-NONSQ-MET-1L	Indication	ind_nsclc_pdl1_low_nonsq_met_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:836
CV914-0459	IND-NSCLC-PDL1-LOW-NONSQ-MET-1L	Indication	ind_nsclc_pdl1_low_nonsq_met_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:837
CV914-0460	IND-NSCLC-PEMBRO-MAINTENANCE-POST-CHEMO	Indication	ind_nsclc_pembro_maintenance_post_chemo.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:840
CV914-0461	IND-NSCLC-PEMBRO-MAINTENANCE-POST-CHEMO	Indication	ind_nsclc_pembro_maintenance_post_chemo.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:841
CV914-0462	IND-OVARIAN-ADVANCED-1L-CARBO-PACLI-HRD-NEG	Indication	ind_ovarian_advanced_1l_carbo_pacli_hrd_neg.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:844
CV914-0463	IND-OVARIAN-ADVANCED-1L-CARBO-PACLI-HRD-NEG	Indication	ind_ovarian_advanced_1l_carbo_pacli_hrd_neg.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:845
CV914-0464	IND-OVARIAN-ADVANCED-1L-CARBO-PACLI-HRD-OLAP	Indication	ind_ovarian_advanced_1l_carbo_pacli_hrd_olap.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:848
CV914-0465	IND-OVARIAN-ADVANCED-1L-CARBO-PACLI-HRD-OLAP	Indication	ind_ovarian_advanced_1l_carbo_pacli_hrd_olap.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:849
CV914-0466	IND-OVARIAN-MAINTENANCE-OLAPARIB	Indication	ind_ovarian_maintenance_olaparib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:852
CV914-0467	IND-OVARIAN-MAINTENANCE-OLAPARIB	Indication	ind_ovarian_maintenance_olaparib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:853
CV914-0468	IND-PROSTATE-MCRPC-1L-PARPI	Indication	ind_prostate_mcrpc_1l_parpi.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:856
CV914-0469	IND-PROSTATE-MCRPC-1L-PARPI	Indication	ind_prostate_mcrpc_1l_parpi.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:857
CV914-0470	IND-SCLC-EXTENSIVE-1L	Indication	ind_sclc_extensive_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:860
CV914-0471	IND-SCLC-EXTENSIVE-1L	Indication	ind_sclc_extensive_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:861
CV914-0472	IND-UROTHELIAL-METASTATIC-1L-EV-PEMBRO	Indication	ind_urothelial_metastatic_1l_ev_pembro.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:864
CV914-0473	IND-UROTHELIAL-METASTATIC-1L-EV-PEMBRO	Indication	ind_urothelial_metastatic_1l_ev_pembro.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:865
CV914-0474	REG-ADT-ABIRATERONE	Regimen	reg_adt_abiraterone.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:868
CV914-0475	REG-ADT-ABIRATERONE	Regimen	reg_adt_abiraterone.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:869
CV914-0476	REG-ALECTINIB-NSCLC	Regimen	reg_alectinib_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:872
CV914-0477	REG-ALECTINIB-NSCLC	Regimen	reg_alectinib_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:873
CV914-0478	REG-CAR-T-AXICEL	Regimen	reg_car_t_axicel.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:876
CV914-0479	REG-CAR-T-AXICEL	Regimen	reg_car_t_axicel.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:877
CV914-0480	REG-CAR-T-AXICEL-FL	Regimen	reg_car_t_axicel_fl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:880
CV914-0481	REG-CAR-T-AXICEL-FL	Regimen	reg_car_t_axicel_fl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:881
CV914-0482	REG-CAR-T-AXICEL-HGBL	Regimen	reg_car_t_axicel_hgbl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:884
CV914-0483	REG-CAR-T-AXICEL-HGBL	Regimen	reg_car_t_axicel_hgbl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:885
CV914-0484	REG-DOSTARLIMAB-MONO-ENDOM	Regimen	reg_dostarlimab_mono_endom.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:888
CV914-0485	REG-DOSTARLIMAB-MONO-ENDOM	Regimen	reg_dostarlimab_mono_endom.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:889
CV914-0486	REG-EV-PEMBRO-UROTHELIAL	Regimen	reg_ev_pembro_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:892
